"id","rank","title","url","points","comments","scrape-date"
"44139626","1","Photos taken inside musical instruments","https://www.dpreview.com/photography/5400934096/probe-lenses-and-focus-stacking-the-secrets-to-incredible-photos-taken-inside-instruments","540","26","2025-05-31 07:22:05"
"44142113","2","AI Responses May Include Mistakes","https://www.os2museum.com/wp/ai-responses-may-include-mistakes/","88","52","2025-05-31 07:22:05"
"44136539","3","What's Working for YC Companies Since the AI Boom","https://jamesin.substack.com/p/whats-working-for-yc-companies-since","24","8","2025-05-31 07:22:05"
"44141887","4","Simpler Backoff","https://commaok.xyz/post/simple-backoff/","29","6","2025-05-31 07:22:05"
"44140379","5","Valkey Turns One: Community fork of Redis","https://www.gomomento.com/blog/valkey-turns-one-how-the-community-fork-left-redis-in-the-dust/","138","45","2025-05-31 07:22:05"
"44141728","6","Cerebras achieves 2,500T/s on Llama 4 Maverick (400B)","https://www.cerebras.ai/press-release/maverick","23","5","2025-05-31 07:22:05"
"44142436","7","AccessOwl (YC S22) is hiring an AI TypeScript Engineer to connect 100s of SaaS","https://www.ycombinator.com/companies/accessowl/jobs/hfWAhVp-ai-enabled-senior-software-engineer-typescript-focus","0","0","2025-05-31 07:22:05"
"44139454","8","Surprisingly fast AI-generated kernels we didn't mean to publish yet","https://crfm.stanford.edu/2025/05/28/fast-kernels.html","259","71","2025-05-31 07:22:05"
"44141636","9","Learn touch typing – it's worth it","https://www.typequicker.com/blog/learn-touch-typing","23","24","2025-05-31 07:22:05"
"44123131","10","Reverse engineering of Linear's sync engine","https://github.com/wzhudev/reverse-linear-sync-engine","83","9","2025-05-31 07:22:05"
"44136117","11","The ‘white-collar bloodbath’ is all part of the AI hype machine","https://www.cnn.com/2025/05/30/business/anthropic-amodei-ai-jobs-nightcap","382","652","2025-05-31 07:22:05"
"44137715","12","Beating Google's kernelCTF PoW using AVX512","https://anemato.de/blog/kctf-vdf","278","86","2025-05-31 07:22:05"
"44139403","13","Mary Meeker's first Trends report since 2019, focused on AI","https://www.bondcap.com/reports/tai","131","54","2025-05-31 07:22:05"
"44128325","14","Show HN: MCP Defender – OSS AI Firewall for Protecting MCP in Cursor/Claude etc.","https://mcpdefender.com","27","21","2025-05-31 07:22:05"
"44115853","15","Show HN: Icepi Zero – The FPGA Raspberry Pi Zero Equivalent","https://github.com/cheyao/icepi-zero","135","32","2025-05-31 07:22:05"
"44135977","16","Microsandbox: Virtual Machines that feel and perform like containers","https://github.com/microsandbox/microsandbox","288","128","2025-05-31 07:22:05"
"44125734","17","Java Virtual Threads Ate My Memory: A Web Crawler's Tale of Speed vs. Memory","https://dariobalinzo.medium.com/virtual-threads-ate-my-memory-a-web-crawlers-tale-of-speed-vs-memory-a92fc75085f6","59","19","2025-05-31 07:22:05"
"44135638","18","Systems Correctness Practices at Amazon Web Services","https://cacm.acm.org/practice/systems-correctness-practices-at-amazon-web-services/","319","116","2025-05-31 07:22:05"
"44137867","19","Cap: Lightweight, modern open-source CAPTCHA alternative using proof-of-work","https://capjs.js.org/","125","86","2025-05-31 07:22:05"
"44118055","20","Revenge of the Chickenized Reverse-Centaurs","https://pluralistic.net/2022/04/17/revenge-of-the-chickenized-reverse-centaurs/","83","24","2025-05-31 07:22:05"
"44118646","21","Ray Tracing in J","https://idle.nprescott.com/2020/ray-tracing-in-j.html","61","8","2025-05-31 07:22:05"
"44118012","22","Oldest known tools made from whale bones dated to 20k years ago","https://apnews.com/article/oldest-whale-bone-tools-e5ce1ae2e692b2b4f7b60ea423bacf15","3","0","2025-05-31 07:22:05"
"44113847","23","How large should your sample size be?","https://vickiboykis.com/2015/08/04/how-large-should-your-sample-size-be/","16","11","2025-05-31 07:22:05"
"44140918","24","Every 5x5 Nonogram","https://pixelogic.app/every-5x5-nonogram","49","20","2025-05-31 07:22:05"
"44140378","25","Silicon Valley finally has a big electronics retailer again: Micro Center opens","https://www.microcenter.com/site/mc-news/article/micro-center-santa-clara-photos.aspx","217","115","2025-05-31 07:22:05"
"44140349","26","C++ to Rust Phrasebook","https://cel.cs.brown.edu/crp/","32","1","2025-05-31 07:22:05"
"44135369","27","The Darwin Gödel Machine: AI that improves itself by rewriting its own code","https://sakana.ai/dgm/","169","170","2025-05-31 07:22:05"
"44116535","28","Anthropic launches a voice mode for Claude","https://techcrunch.com/2025/05/27/anthropic-launches-a-voice-mode-for-claude/","86","23","2025-05-31 07:22:05"
"44123432","29","Identifying Unmarked Iron","https://www.castironcollector.com/unmarked.php","3","0","2025-05-31 07:22:05"
"44116044","30","Show HN: Smart Silence – Remind your iPhone to stay quiet in quiet places","https://testflight.apple.com/join/47CJ31VK","33","16","2025-05-31 07:22:05"
